James Michael McIlvaine,30/07/1972,Racine,WI
Morris Almond,02/02/1985,Dalton,GA
Joseph L. Bradley,24/09/1928,Washington,OK,05/06/1987
Raef Andrew LaFrentz,29/05/1976,Hampton,IA
Antonio Cornell Burks,25/02/1980,Memphis,TN
Earl Jones,13/01/1961,Oak Hill,WV
Elden Jerome Campbell,23/07/1968,Los Angeles,CA
Dallas Thornton,01/09/1946,Louisville,KY
James Arthur Jackson,14/10/1970,Toledo,OH
Larry Joe Kenon,13/12/1952,Birmingham,AL
Courtney Garland Sims,21/10/1983,Roslindale,MA
Robert L. Quick,05/03/1946,Thornton,MS
Marcus John Iavaroni,15/09/1956,Jamaica,NY
Robert M. Hopkins,03/11/1934,Jonesboro,LA
William Edward Perdue,29/08/1965,Melbourne,FL
Harry J. Barnes,25/07/1945,Youngstown,OH
George William Bruns,30/08/1946,Brooklyn,NY
Jerome Fleishman,14/02/1922,Brooklyn,NY,20/06/2007
Jack Gordon Parkinson,04/03/1924,Yorktown,IN,29/05/1997
Oliver Leon Robinson,13/03/1960,Birmingham,AL
Ira Edmondson Terrell,19/06/1954,Dallas,TX
Ronnie Price,21/06/1983,Friendswood,TX
Klay Alexander Thompson,08/02/1990,Los Angeles,CA
Rudolph Hackett,10/05/1953,Mount Vernon,NY
Michael Dean Woodson,24/03/1958,Indianapolis,IN
Edwin B. Miller,18/06/1931,New Rochelle,NY
Samuel Ryan Jacobson,22/07/1975,Cottage Grove,MN
Gregory Edward Butler,11/03/1966,Inglewood,CA
Wayne J. Molis,17/04/1943,Chicago,IL,24/03/2002
Robert Lee Warlick,20/03/1941,Hickory,NC,06/09/2005
John Alexander Gee,07/12/1915,Syracuse,NY,23/01/1988
Thomas William Kozelko,01/07/1951,Traverse City,MI
Douglas Martin Holcomb,09/02/1921,Milwaukee,WI,03/02/2008
Paul Graham,28/11/1967,Philadelphia,PA
Fred LaCour,07/02/1938,San Francisco,CA,05/08/1972
Jaren Jackson,27/10/1967,New Orleans,LA
Charles L. Grigsby,15/08/1928,Dayton,OH,15/07/2003
Dwight David Howard,08/12/1985,Atlanta,GA
David Lee Rivers,20/01/1965,Jersey City,NJ
Lindsay Hairston,08/12/1951,Detroit,MI
Dwayne L. Polee,02/03/1963,Los Angeles,CA
Jarvis James Hayes,09/08/1981,Atlanta,GA
Michael Damien Sweetney,25/10/1982,Washington,DC
Lorenzo Romar,13/11/1958,South Gate,CA
Dale Ellis,06/08/1960,Marietta,GA
Gordon Daniel Hayward,23/03/1990,Indianapolis,IN
John J. Mandic,03/10/1919,Los Angeles,CA,22/06/2003
Mark E. Eaton,24/01/1957,Westminster,CA
Alfredrick Hughes,19/07/1962,Chicago,IL
Barry Sumpter,11/11/1965,Brooklyn,IL
Mark Christopher Randall,30/09/1967,Edina,MN
Derrick Dewayne Zimmerman,02/02/1981,Monroe,LA
Myron Jackson,06/05/1964,Hamburg,AR
Earl Daniel Barron,14/08/1981,Clarksdale,MS
Matthew Brian Othick,16/03/1969,Clovis,NM
David Lowell Sorenson,08/07/1948,Findlay,OH,09/07/2002
Derrick Michael Phelps,31/07/1972,Queens,NY
Gary Plummer,21/02/1962,Highland Park,MI
Michael James Grosso,07/09/1947,Raritan,NJ
Jason Jermane Sasser,13/01/1974,Denton,TX
Kyle Robert Macy,09/04/1957,Fort Wayne,IN
Lawrence T. Cannon,12/04/1947,Philadelphia,PA
Chester Walker,22/02/1940,Bethlehem,MS
Charles Aleksinas,26/02/1959,Litchfield,CT
James Donald Putman,13/11/1922,Wray,CO,29/06/2006
Eugene William Shue,18/12/1931,Baltimore,MD
Ronald Howard Davis,01/05/1954,Phoenix,AZ
Kenneth Wayne Natt,05/10/1958,Monroe,LA
Vernon R. Huffman,18/12/1914,Moreland,IN,18/03/1995
Robert Michael Zawoluk,13/10/1930,Brooklyn,NY,09/01/2007
Jeffrey Kyle Sheppard,29/09/1974,Marietta,GA
David George Robisch,22/12/1949,Cincinnati,OH
Jim Creighton,18/04/1950,Billings,MT
Edward Kupper,19/11/1923,Shively,KY
Daniel Blake Ahearn,27/05/1984,St. Louis,MO
Jeffrey Wilkins,09/03/1955,Chicago,IL
James B. Zeravich,17/02/1920,Chicago,IL,16/08/1998
Eric Lee McWilliams,18/04/1950,Denver,CO
Xavier Maurice McDaniel,04/06/1963,Columbia,SC
Rory Wilbur White,16/08/1959,Tuskegee,AL
Rodney Charles White,28/06/1980,Morrisville,PA
Michael J. Barr,19/10/1950,Canton,OH
Karl Anthony Malone,24/07/1963,Summerfield,LA
Kannard Johnson,24/06/1965,Cincinnati,OH
William Avery,08/08/1979,Augusta,GA
James Wesley Cotton,14/12/1975,Los Angeles,CA
Thomas Francis Kearns,06/10/1936,New York,NY
Stanley S. Love,09/04/1949,Los Angeles,CA
Oliver Lafayette,06/05/1984,Baton Rouge,LA
Rasheed Abdul Wallace,17/09/1974,Philadelphia,PA
Coatlen Othell Wilson,26/10/1961,Alexandria,VA
Robert W. Doll,10/08/1919,Steamboat Springs,CO,18/09/1959
Herman J. Witasek,16/10/1913,Lankin,ND,25/07/1963
Carl Edgel Shaeffer,25/10/1924,Delphi,IN,25/10/1974
Danny Granger,20/04/1983,New Orleans,LA
Jeffrey Tyrone Webster,19/02/1971,Pine Bluff,AR
Kenneth L. Sailors,14/01/1922,Hillsdale,WY
Walter Frederick Walker,18/07/1954,Millersville,PA
Eric Clifton Marsh,10/03/1954,New York,NY
James Gerard Spanarkel,28/06/1957,Jersey City,NJ
Larry Robinson,11/01/1968,Bossier City,LA
Jermaine O'Neal,13/10/1978,Columbia,SC
Jason Alan Kapono,02/02/1981,Long Beach,CA
Brian Dwight Taylor,09/06/1951,Perth Amboy,NJ
Larry Owens,08/01/1983,Mesa,AZ
Leonard J. Knorek,15/07/1921,Rossford,OH,22/07/2003
Donald Maurice Washington,22/04/1952,Washington,DC
David Barakau Wesley,14/11/1970,San Antonio,TX
James Craig Hegi Harden,26/08/1989,Los Angeles,CA
Dallas Alonzo Comegys,17/08/1964,Philadelphia,PA
Scott Alan Hastings,03/06/1960,Independence,KS
Awvee Storey,18/04/1977,Chicago,IL
Earl Smith,09/09/1985,Freehold,NJ
James Edward Thomas,19/10/1960,Lakeland,FL
Johnny Neumann,11/09/1951,Memphis,TN
Michael Anthony Sanders,07/05/1960,Vidalia,LA
Steven Rodney Lingenfelter,10/06/1958,Eau Claire,WI
Jamie Lovell Watson,23/02/1972,Elm City,NC
Jerome McKinley Henderson,16/01/1956,Richmond,VA
Harold Jeter,17/05/1945,Aliquippa,PA
Jerome McKinley Henderson,09/12/1987,Caldwell,NJ
Charles William Shipp,03/12/1913,Indianapolis,IN,21/03/1988
Tracy Lamonte Murray,25/07/1971,Los Angeles,CA
John Jay Humphries,17/10/1962,Los Angeles,CA
Ernest Joseph Beck,11/12/1931,Philadelphia,PA
George Gregory Nelmark,09/05/1917,Ironwood,MI,04/12/2010
Jordan Lee Crawford,23/10/1988,Detroit,MI
Leonard Chester Taylor,02/05/1966,Los Angeles,CA
Joseph Reshard Crawford,17/06/1986,Detroit,MI
Scott Edward Roth,03/06/1963,Cleveland,OH
C. Bernard Harris,26/11/1950,Roanoke,VA
Shelton Jones,06/04/1966,Copiague,NY
Andre Keith Langford,15/09/1983,Fort Worth,TX
Craig Anthony Hodges,27/06/1960,Park Forest,IL
George H. Bon Salle,01/07/1935,Chicago,IL
Larry Sanders,21/11/1988,Fort Pierce,FL
Michael Jackson,31/07/1949,Washington,DC
Michael Jackson,13/07/1964,Fairfax,VA
Ernie Drew Barrett,27/08/1929,Pratt,KS
Harold Eugene England,09/09/1927,Halstead,KS,06/04/2011
Scott G. Lloyd,19/12/1952,Chicago,IL
Clinton Wheeler,27/10/1959,Neptune,NJ
Bobby Joe Edmonds,08/03/1941,Indianapolis,IN,12/11/1991
Kyle Lowry,25/03/1986,Philadelphia,PA
Rafael Addison,22/07/1964,Jersey City,NJ
Eric Scott Montross,23/09/1971,Indianapolis,IN
Austin George Carr,10/03/1948,Washington,DC
Sean Gregory May,04/04/1984,Chicago,IL
Harold Gene James,15/02/1925,Ironton,OH,06/07/1997
William Theodore Walton,05/11/1952,La Mesa,CA
Michael Wesley Redd,24/08/1979,Columbus,OH
Grant Gondrezick,19/01/1963,Boulder,CO
John J. Jorgensen,28/12/1921,Chicago,IL,19/01/1973
Mack Suprunowicz,17/01/1927,Long Island City,NY,04/06/2010
Dexter Lyndell Boney,27/04/1970,Wilmington,DE
James Franklin Barnett,07/07/1944,Greenville,SC
Velvet James Barnes,13/04/1941,Tuckerman,AR,14/09/2002
Cedric Glenn Ball,16/04/1968,Worcester,MA
Kenneth Ray Williams,09/06/1969,Elizabeth City,NC
Sean Tyree Colson,01/07/1975,Philadelphia,PA
Kevin Alvin Willis,06/09/1962,Los Angeles,CA
Erwin L. Mueller,12/03/1944,Livermore,CA
Kevin Eugene Williams,11/09/1961,New York,NY
William John Donovan,30/05/1965,Rockville Centre,NY
Jeffrey Alan Slade,01/03/1941,Chicago Heights,IL,11/02/2012
James Edward Ware,02/05/1944,Natchez,MS
Marcus James Brown,03/04/1974,West Memphis,AR
Donnis Butcher,08/02/1936,Williamsport,KY
Marshall Earl Brown,28/06/1918,Whitehouse,TX,20/08/2008
Carlos R. Clark,10/08/1960,Somerville,TN
Shelvin Bernard Mack,22/04/1990,Lexington,KY
Michael Horus Hall,05/06/1984,Chicago,IL
John S. Palmer,14/09/1921,Hollywood,CA
Harold Ellis,07/10/1970,Atlanta,GA
John Thomas Marshall,06/01/1931,Coldwater,TN
Thomas Kevin Barker,11/03/1955,Harlingen,TX
David L. Budd,28/10/1938,Woodbury,NJ
Randolph Albert Morris,02/01/1986,Houston,TX
Darvin Ham,23/07/1973,Saginaw,MI
Paul Ruffner,15/10/1948,Downey,CA
Don Corey Reid,30/12/1973,Washington,DC
Edward Eugene Rains,24/12/1956,Ocala,FL
Woodrow Sauldsberry,11/07/1935,Winnsboro,LA,03/09/2007
Willie J. McCarter,26/07/1946,Gary,IN
Tony Arnel Massenburg,13/07/1967,Sussex,VA
David Deutsch,13/05/1945,Brooklyn,NY
Conrad William Dierking,02/10/1936,Brooklyn,NY
Clyde Edward Lovellette,07/09/1929,Petersburg,IN
Eddie Gill,16/08/1978,Aurora,CO
Robert Brantley Burrow,29/06/1934,Malvern,AR
Michael Holbrook Steppe,07/11/1959,Chapel Hill,NC
Jay Julian Miller,19/07/1943,St. Louis,MO,05/04/2001
Vernell Eufaye Coles,22/04/1968,Covington,VA
Martin McBride Conlon,19/01/1968,Bronx,NY
Brook Robert Lopez,01/04/1988,North Hollywood,CA
Orien Randolph Greene,04/02/1982,Gainesville,FL
Francis Marion Sachse,24/07/1917,Brice,TX,01/10/1989
Clifford Oldham Hagan,09/12/1931,Owensboro,KY
Scott Garrison English,20/10/1950,Evanston,IL
Kenneth Alan Carr,15/08/1955,Washington,DC
Duane M. Klueh,06/01/1926,Bottineau,ND
Kenneth Lavon Atkins,14/08/1974,Orlando,FL
Jannero Pargo,22/09/1979,Chicago,IL
Benjamin Coleman,14/11/1961,Minneapolis,MN
Sean Michael-Eli Singletary,06/09/1985,Philadelphia,PA
Lee Philip Shaffer,23/02/1939,Chicago,IL
Travis Mitchell Hansen,15/04/1978,Provo,UT
Michael James Batiste,21/11/1977,Inglewood,CA
Walter Henry Lautenbach,17/11/1922,New Holstein,WI,09/09/1997
John Arthur Cox,29/12/1955,Philadelphia,PA
Richard Preston Carlisle,27/10/1959,Ogdensburg,NY
Gregory Wayen Oden,22/01/1988,Buffalo,NY
George Jesse Hill,04/05/1986,Indianapolis,IN
Thomas L. Barr,19/06/1944,Pittsburgh,PA
Paul L. McPherson,03/07/1978,Chicago,IL
Terrah Jerrod Mustaf,28/10/1969,Whiteville,NC
David Gene Schellhase,14/10/1944,Evansville,IN
Curtis Rowe,02/07/1949,Bessemer,AL
David Robert Batton,26/03/1956,Baltimore,MD
Melvin Jermaine Booker,20/08/1972,Pascagoula,MS
Robert Smith,26/02/1946,Memphis,TN
Michel Taylor Armstrong,05/10/1955,Moultrie,GA
Leroy Edwards,11/04/1914,Indianapolis,IN,25/08/1971
Michael Walter Peplowski,15/10/1970,Detroit,MI
Corsley Edwards,05/03/1979,Baltimore,MD
Roger Powell,26/06/1984,Joliet,IL
Clyde C. Mayes,17/03/1953,Greenville,SC
Damon William Davis,26/07/1958,Warren,OH
Malcolm T. Lee,22/05/1990,Riverside,CA
Daniel Lawrence Finn,29/05/1928,Brooklyn,NY,18/02/2007
Floyd W. Volker,21/06/1921,Casper,WY,05/01/1995
Douglas Edwin Moe,21/09/1938,Brooklyn,NY
Herbert L. Koper,09/08/1942,Rocky,OK
Paul George McCracken,11/09/1950,New York,NY
Wayman P. Britt,31/08/1952,Wilson Mills,NC
Albert Kedrick Brown,18/03/1981,Zachary,LA
Ron Calvin Grandison,09/07/1964,Los Angeles,CA
Tegba Othello Hunter,28/05/1986,Winston-Salem,NC
Scott William Brooks,31/07/1965,French Camp,CA
Chelso P. Tamagno,20/03/1912,Chicago,IL
Chris Raymond Gatling,03/09/1967,Elizabeth,NJ
Jared Thomas Reiner,08/04/1982,Mitchell,SD
Matthew Robert Bonner,05/04/1980,Concord,NH
Andre Emmett,27/08/1982,Dallas,TX
Wilson Jamall Chandler,10/05/1987,Benton Harbor,MI
DeMarcus De'Juan Nelson,02/11/1985,Oakland,CA
Thomas William Owens,28/06/1949,Bronx,NY
Douglas Dale Christie,09/05/1970,Seattle,WA
John Francis Egan,31/01/1939,Hartford,CT
Stephen Dean Bardo,05/04/1968,Henderson,KY
Flynn James Robinson,28/04/1941,Murphysboro,IL
Cliff Meely,10/07/1947,Rosedale,MS
David William Meyers,21/04/1953,San Diego,CA
Byron Stewart Dinkins,15/06/1967,Charlotte,NC
Dorell Wright,02/12/1985,Los Angeles,CA
Tavares Montgomery Williams,08/10/1971,Fredericksburg,VA
Blake Austin Griffin,16/03/1989,Oklahoma City,OK
Cincinnatus Powell,25/02/1942,Baton Rouge,LA
Shaler Halimon,30/03/1945,Tampa,FL
Andrew Edward Tonkovich,01/11/1922,Uniontown,WV,02/09/2006
Thaddeus Charles Young,21/06/1988,New Orleans,LA
Travis Demetrius Leslie,29/03/1990,Atlanta,GA
Travis Eric Best,12/07/1972,Springfield,MA
Clinton Johnson,30/08/1984,Jackson,MS
Neil A. Johnson,17/04/1943,Jackson,MI
Winford Gladstone Boynes,17/05/1957,Greenville,SC
Donald Neil Johnston,04/02/1929,Chillicothe,OH,28/09/1978
John Pawk,23/12/1910,Butler,PA,28/12/2004
John Brian Moore,03/03/1958,Altoona,PA
Thomas Arthur Van Arsdale,22/02/1943,Indianapolis,IN
Dennis Wade Awtrey,22/02/1948,Hollywood,CA
William P. Gates,30/08/1917,Decatur,AL,02/12/1999
Jimmie Baker,25/12/1953,Philadelphia,PA
Terry Christopher Tyler,30/10/1956,Detroit,MI
Ira Lee Harge,14/03/1941,Anguila,MS
Brett Grant Vroman,25/12/1955,Hollywood,CA
Christopher Donnell King,24/07/1969,Newton Grove,NC
JamesOn Curry,07/01/1986,Pleasant Grove,NC
Darren Tillis,23/02/1960,Dallas,TX
Jerome Williams,10/05/1973,Washington,DC
Tony Rachaun Bobbitt,22/10/1979,Daytona,FL
Travis Grant,01/01/1950,Clayton,AL
Melvin R. Hutchins,22/11/1928,Sacramento,CA
Thomas Kimball,07/09/1942,Framingham,MA
John R. Thompson,02/09/1941,Washington,DC
Leroy Ellis,10/03/1940,Far Rockaway,NY,02/06/2012
LeRon Perry Ellis,28/04/1969,Los Angeles,CA
John Richard Dugger,13/01/1923,Pittsburgh,PA,23/02/1988
Samuel Bruce Perkins,14/06/1961,Brooklyn,NY
Jared Anthony Dudley,10/07/1985,San Diego,CA
Cedric Bryan Maxwell,21/11/1955,Kinston,NC
Joseph Bello Snyder,07/02/1912,Rochester,NY,19/05/1998
John H. Shumate,06/04/1952,Greenville,SC
Nathaniel Blackwell,15/02/1965,Philadelphia,PA
James Hamilton,05/07/1948,Lexington,KY
Jordan Christian Hamilton,06/10/1990,Los Angeles,CA
Dwight Anthony Anderson,28/12/1960,Dayton,OH
James Edgar Collins,05/11/1973,Jacksonville,FL
Jarron Thomas Collins,02/12/1978,Northridge,CA
Jason Jeffrey Collier,08/09/1977,Springfield,OH,15/10/2005
Paul Nowak,15/03/1914,South Bend,IN,10/01/1983
Andrew Jay Rautins,02/11/1986,Syracuse,NY
Kwame James Brown,10/03/1982,Charleston,SC
Jason Paul Collins,02/12/1978,Northridge,CA
Andrae Malone Patterson,12/11/1975,Riverside,CA
Brandon Simone Armstrong,16/06/1980,San Francisco,CA
Jackie Lee Turner,29/06/1930,Bedford,IN
Justin Dennis Williams,12/05/1984,Chicago,IL
Robert Dean Ferry,31/05/1937,St. Louis,MO
LaMarcus Nurae Aldridge,19/07/1985,Dallas,TX
Douglas C. Kistler,21/03/1938,Wayne,PA,29/02/1980
Charles Hardnett,13/09/1938,Atlanta,GA
Edgar Jones,17/06/1956,Fort Rucker,AL
Samuel Paul Bowie,17/03/1961,Lebanon,PA
Mitchell Kupchak,24/05/1954,Hicksville,NY
Kenneth Lee Higgs,31/01/1955,Owensboro,KY
Eddie Charles Jones,20/10/1971,Pompano Beach,FL
Gabriel Michael Pruitt,19/04/1986,Los Angeles,CA
Jermaine Taylor,08/12/1986,Tavares,FL
Charles Francis Nash,24/07/1942,Jersey City,NJ
Jeffrey Taylor,01/01/1960,Blytheville,AR
Harold Haskins,29/10/1924,Page,ND
Philip Douglas Jackson,17/09/1945,Deer Lodge,MT
Terrence Deshon Williams,28/06/1987,Seattle,WA
David Vincent Piontek,27/08/1934,Pittsburgh,PA,12/05/2004
William Mervin McKinney,05/06/1955,Waukegan,IL
Lawrence Funderburke,15/12/1970,Columbus,OH
Harry A. Davis,27/01/1956,Cleveland,OH
Robert Edwin Gross,03/08/1953,San Pedro,CA
Guy Paul Joseph Sparrow,02/11/1932,Pontiac,MI
James Earl Ray,27/07/1957,New Orleans,LA
Carl Bailey,23/04/1958,Birmingham,AL
Michael Sharod Wilks,07/05/1979,Milwaukee,WI
James E. Price,27/11/1949,Russellville,KY
Howard Nathan,21/01/1972,Peoria,IL
Julyan Ray Stone,07/12/1988,Alexandria,VA
Steven Michael Hawkins,28/10/1972,Canton,OH
Allen Murphy,15/07/1952,Birmingham,AL
William Louis Stricker,22/01/1948,Manteca,CA
Fennis Marx Dembo,24/01/1966,Mobile,AL
Jimmy Dawn Carruth,04/11/1969,El Paso,TX
Timothy D. Perry,04/06/1965,Freehold,NJ
Keith DeWayne Lee,28/12/1962,West Memphis,AR
Robert Alan Lock,22/05/1966,Reedley,CA
Jimmie Lee Ard,19/09/1948,Harvey,IL
Charles Thomas McMillen,26/05/1952,Mansfield,PA
Benjamin Roy Armstrong,09/09/1967,Detroit,MI
Robert L. Kessler,25/11/1914,Indianapolis,IN,05/09/2001
Evan Bruce Eschmeyer,30/05/1975,New Knoxville,OH
R. Steven Colter,24/07/1962,Phoenix,AZ
Emanuel Leaks,27/11/1945,Cleveland,OH
Kasmer Ostrowski,24/07/1924,West Wyoming,PA,02/03/2000
Ronald Charles Sobie,21/09/1934,Chicago,IL,23/10/2009
Bobby Ray Jones,09/01/1984,Compton,CA
John Celestand,06/03/1977,Houston,TX
Robert Clyde Jones,18/12/1951,Charlotte,NC
Keith Rennae McCord,22/06/1957,Birmingham,AL
Mark Allan Hendrickson,23/06/1974,Mount Vernon,WA
Charles Linwood Williams,08/03/1960,Rocky Mount,NC
William Henry Schroeder,11/04/1923,Sheboygan,WI,09/12/2003
John Levell Starks,10/08/1965,Tulsa,OK
Donald Jerome Hodge,25/02/1969,Washington,DC
Anthony Price,05/01/1957,Bronx,NY
James Leroy Usry,02/02/1922,Athens,GA,25/01/2002
Gregory Donovan Ostertag,06/03/1973,Dallas,TX
Terry Raymond Davis,17/06/1967,Danville,VA
Marcus L. Webb,09/05/1970,Montgomery,AL
John Joseph McNamee,24/09/1926,San Francisco,CA,16/07/2011
Jerry Lee Eaves,08/02/1959,Louisville,KY
Jimmy D. Lampley,02/07/1960,Harrisburg,PA
Anthony George Douglas Mason,14/12/1966,Miami,FL
Michael Rene Taylor,21/01/1986,Chicago,IL
Lucius Oliver Allen,26/09/1947,Kansas City,KS
Robert Warren Brannum,28/05/1926,Winfield,KS,05/02/2005
Nickey Maxwell Van Exel,27/11/1971,Kenosha,WI
Darren Keefe Daye,30/11/1960,Des Moines,IA
Perry Young,04/08/1963,Baltimore,MD
Bill Tom Closs,08/01/1922,Edge,TX,20/06/2011
Emanual Davis,27/08/1968,Philadelphia,PA
Tharon R. Mayes,09/09/1968,New Haven,CT
Donald Robert Anielak,01/11/1930,St. Louis,MO,19/11/1995
Robert Malcolm Graham,23/02/1945,Parrott,GA
Bruce Bowen,14/06/1971,Merced,CA
Nikola A. Lalich,08/05/1916,Lorain,OH,11/05/2001
Peter Press Maravich,22/06/1947,Aliquippa,PA,05/01/1988
Robert B. Wiesenhahn,22/12/1938,Cincinnati,OH
Quentin L. Richardson,13/04/1980,Chicago,IL
Fredrick Ollie Taylor,05/02/1948,Houston,TX
Michael Kent Benson,27/12/1954,New Castle,IN
Keith A. Benson,13/08/1988,Cleveland,OH
Coby Joseph Dietrick,23/07/1948,Riverside,CA
Marlon Lee Maxey,19/02/1969,Chicago,IL
Oliver Darden,28/07/1944,Aberdeen,MS
David P. Gambee,16/04/1937,Portland,OR
William R. DeAngelis,05/10/1946,Cherry Hill,NJ
George Ratkovicz,13/11/1922,Chicago,IL,10/11/2007
Thomas P. Byrnes,19/02/1923,New York,NY,09/01/1981
Edward Gray,27/09/1975,Riverside,CA
William R. Knight,09/06/1952,Braddock,PA
Michael Campanella Russell,12/01/1952,Jackson,TN
Dennis DuVal,31/03/1952,Westbury,NY
Carl Dwayne Kilpatrick,16/05/1956,Bastrop,LA
Cazzie Lee Russell,07/06/1944,Chicago,IL
Christopher Joseph Ford,11/01/1949,Atlantic City,NJ
Clark Clifton Kellogg,02/07/1961,Cleveland,OH
James Taft Fredette,25/02/1989,Glens Falls,NY
Barry Liebowitz,10/09/1945,New York,NY
Casey Gardner Jacobsen,19/03/1981,Glendora,CA
Lorinza Harrington,02/10/1980,Wagram,NC
Dale Wayne Schlueter,12/11/1945,Tacoma,WA
Thomas Jordan,23/05/1968,Baltimore,MD
Thomas J. Ingelsby,12/02/1951,Philadelphia,PA
Charlie Will Bell,12/03/1979,Flint,MI
Robert Allen McAdoo,25/09/1951,Greensboro,NC
Nicholas Ryan Fazekas,07/06/1985,Denver,CO
Rubin B. Russell,07/11/1944,Fort Worth,TX
Paul James Hoffman,12/04/1922,Jasper,IN,12/11/1998
Shammond Omar Williams,05/04/1975,Bronx,NY
Shelden DeMar Williams,21/10/1983,Oklahoma City,OK
Shawne Brian Williams,16/02/1986,Memphis,TN
Calvin Lawrence Christensen,06/06/1927,Toledo,OH,31/08/2011
Derrick D. Coleman,21/06/1967,Mobile,AL
Aaron Jordan Bramlett,10/01/1977,DeKalb,IL
John Laskowski,07/06/1953,South Bend,IN
Eddie Owens,26/12/1953,Houston,TX
Kennard Norman Winchester,03/09/1966,Chestertown,MD
Larry E. Siegfried,22/05/1939,Shelby,OH,14/10/2010
Nicholas Young,01/06/1985,Los Angeles,CA
Daniel S. Swartz,23/12/1931,Owingsville,KY,03/04/1997
Nelison Anderson,20/01/1968,Chicago,IL
Alonzo Bradley,16/10/1953,Utica,MS
Paul George,02/05/1990,Palmdale,CA
Herman L. Gilliam,05/04/1947,Winston-Salem,NC,16/04/2005
Alex Bradley,30/10/1959,Bradenton,FL
Gregory Paul Fillmore,07/03/1947,Philadelphia,PA
Irving Thomas,02/01/1966,Brooklyn,NY
James Krebs,08/09/1935,Webster Groves,MO,06/05/1965
Joel Craig Ehlo,11/08/1961,Lubbock,TX
Kenneth Leroy Green,11/10/1964,Eustis,FL
Kenneth Green,19/09/1959,Newman,GA
Michael Allen Bantom,03/12/1951,Philadelphia,PA
DaJuan Michael Summers,24/01/1988,Baltimore,MD
Robert Sura,25/03/1973,Wilkes-Barre,PA
Edward Montgomery Jordan,29/01/1955,Washington,DC
Jay Hoyland Arnette,19/12/1938,Austin,TX
Iman Asante Shumpert,12/06/1990,Oak Park,IL
Richard Jacob Evans,31/05/1917,Chicago,IL
Bernard Williams,30/12/1945,Washington,DC
Maurice Edward Cheeks,08/09/1956,Chicago,IL
Wesley John Bialosuknia,08/06/1945,Poughkeepsie,NY
William Walton Sharman,25/05/1926,Abilene,TX
Taurean Green,28/11/1986,Boca Raton,FL
Keith Mitchell Closs,03/04/1976,Hartford,CT
Leonard Roy Chappell,31/01/1941,Portage,PA
Andre Lloyd Miller,19/03/1976,Los Angeles,CA
Winston Kinnard Garland,19/12/1964,Gary,IN
Raymond R. Krzoska,28/10/1918,Jennings,WI,05/04/2006
Glenn Roberts,25/10/1912,Pound,VA,21/05/1980
Anthony Miller,22/10/1971,Benton Harbor,MI
Eric Lance White,30/12/1965,San Francisco,CA
Vincent James Oliver,28/12/1915,Whiting,IN,28/08/1985
Myles Patrick,19/11/1954,Macon,GA
Robert Edwin Miller,09/07/1956,Louisville,KY
Howard Henry Schultz,03/07/1922,St. Paul,MN,30/10/2009
Richie Frahm,14/08/1977,Battle Ground,WA
Alan Jeffery Anderson,16/10/1982,Minneapolis,MN
Tom Griffin Sluby,18/02/1962,Washington,DC
Walt Gilmore,27/02/1947,Millen,GA
Calvin Lawrence Booth,07/05/1976,Reynoldsburg,OH
David Bruce Wohl,02/11/1949,Flushing,NY
Robert Paul Rose,27/12/1964,Rochester,NY
Raphael Eugene Kuka,17/02/1922,Havre,MT,27/03/1990
Richard Barnett,02/10/1936,Gary,IN
DeMar Darnell DeRozan,07/08/1989,Compton,CA
Scott Dean Wedman,29/07/1952,Harper,KS
Geffery Crompton,04/07/1955,Burlington,NC,07/01/2002
Patrick Davell Patterson,14/03/1989,Washington,DC
Michael Anthony Brooks,17/08/1958,Philadelphia,PA
Ellis Eugene Vance,25/02/1923,Peru,IL,16/02/2012
David Lattin,23/12/1943,Houston,TX
Robert Nordmann,11/12/1939,St. Louis,MO
Harthorne Nathaniel Wingo,09/09/1947,Tryon,NC
Damone Lamar Brown,28/06/1979,Buffalo,NY
Darrall Tucker Imhoff,11/10/1938,San Gabriel,CA
Garret Andrew Siler,25/10/1986,Augusta,GA
Terry L. Furlow,18/10/1954,Flint,MI,23/05/1980
John Edwards,31/07/1981,Hudson,OH
Richard Alan Manning,23/06/1970,Tacoma,WA
Lauren Henry Gale,22/04/1917,Grants Pass,OR,29/07/1996
Logan Vander Velden,03/04/1971,Valders,WI
John D. Meehan,09/01/1917,Syracuse,NY,09/04/2004
Edward Bernard Smith,05/07/1929,West Jefferson,OH,25/11/1998
Jerome Kersey,26/06/1962,Clarksville,VA
Bruce A. Seals,18/06/1953,New Orleans,LA
Terrance Roberson,30/12/1976,Saginaw,MI
Roger Allen Burkman,22/05/1958,Indianapolis,IN
Irvin A. Kiffin,08/08/1951,New York,NY
James Blackwell,25/02/1968,Mount Kisco,NY
Jimmy Dan Conner,20/03/1953,Lawrenceburg,KY
Kenneth Anderson,09/10/1970,Corona,NY
Wilmer Clemons Hosket,19/02/1911,Dayton,OH,29/12/1956
John Barry Clemens,01/05/1943,Dayton,OH
Travis Cortez Mays,19/06/1968,Ocala,FL
Donald L. Warnke,08/04/1920,Michigan City,IN,14/04/1970
David Pope,15/04/1962,Newport News,VA
Mike O. Champion,05/04/1964,Everett,WA
Eugene Scape Littles,29/06/1943,Washington,DC
Theron Augustus Smith,03/10/1980,Winter Haven,FL
Larry Glenn Wright,23/11/1954,Monroe,LA
Kurt Vincent Thomas,04/10/1972,Dallas,TX
